Median_Income,House_Age,Avg_Rooms,Avg_Bedrooms,Population,Avg_Occupancy,Latitude,Longitude,House_Value
5.363955065251753,30,5.577620324038685,3.6294139286805143,821,3.3560803639236463,33.760247550411336,-117.77990811191019,1.5606617335309214
8.280952296489351,39,6.804754666884938,2.889127216651927,1012,4.7546592531734895,40.6623287026767,-118.59920678077805,3.176732595907207
8.653943910805914,35,6.125435421571982,4.520626951685941,3457,2.399417536723418,36.44183947921504,-116.50385715612227,1.0320325626951314
3.5879623773573783,18,9.355135785715339,1.8629627167058165,970,1.9752077508407182,33.370528028281555,-116.724369645678,1.380374590842918
14.57418478870382,42,5.975707863246642,3.711252801240177,4208,3.623613252393598,40.62211423321938,-117.70127599816821,1.2168469768239722
11.851859527055604,39,9.937264118586501,3.4310084890108903,597,1.7952562437496118,40.160923529142615,-120.4021058661807,3.9019121360619478
14.152985181898648,17,8.811399661960767,2.181205910287331,1856,2.2600420287336984,41.83906363897164,-119.94187907799729,1.3242382555104126
13.527582905987083,14,3.6680841148586865,1.5464036146046904,1217,1.8984097602995393,41.09743686712684,-114.29561451115903,3.86581192623516
9.370599703355191,31,9.44476171715133,3.6065590419091063,3509,1.276614270874005,40.51790338660542,-122.87614067708475,1.9984988176423335
13.906239290323636,24,2.9309311830838087,3.9543898325293227,2928,4.3099949665426935,32.52574397811003,-121.31495082747165,4.510851842787758
2.2388950287268727,35,8.539597667929533,2.2625093750534,1747,2.0181621716866447,33.04415369498118,-119.07598240795664,4.252599953455256
3.7437600738680326,44,5.044986347812641,3.579330416089255,3083,2.8921100133720827,37.68983194304123,-115.63270313856214,4.831320869901106
1.633182044747533,45,9.023794563560557,2.580523630446013,242,1.1732610930172478,37.31479246281821,-122.36324336270272,4.535048061832128
5.554624630685701,34,8.944453520859604,3.852827533130471,2861,3.7973578650105724,36.579632144895356,-121.2304538187539,4.733317676465389
6.441482055652748,3,8.447403200940968,1.7968610995762124,3535,2.3222440092251633,35.96789325414584,-123.34201782204761,4.434969586053231
4.798886444834543,37,8.320243490456491,4.5608600105446975,4760,3.97894691131684,36.31210484864329,-116.94014733949182,3.7735276024594215
12.60232512812701,43,4.437433112784326,2.149638385862319,2531,2.6496122418714645,37.69297934134795,-121.61790564524384,1.6810366085017439
5.99454657371025,40,2.6473542644100174,2.4711439510246116,4612,1.7830224256224985,32.020765176000815,-120.11325249329049,2.0868300754163718
4.933083135623331,26,5.223841430121292,1.2323678083213991,1948,3.0527003291281436,34.60708774132852,-119.56298552970333,1.8509078645210923
8.597745164215478,23,3.3881961198920694,1.4460488492851056,2796,1.5220182385497592,37.18279720688711,-115.08686064393544,3.4143431506328223
2.972939149646677,44,7.559608711219694,3.0634476108493125,1817,2.762156639491979,39.22216098673646,-119.88669709668763,3.0144797518944055
12.230757730556554,39,4.768797812302284,2.070370706911886,3172,2.269221909681946,33.74156692395396,-122.54774980084751,4.468319988633695
2.0437090115167917,15,9.80488160687932,4.341920902968777,1167,4.647838336798532,37.46881173787433,-118.7568506165988,4.810691465996303
14.816417112407242,49,7.127776618762656,1.0587735546198154,2886,1.2437148868828798,39.144596838857815,-114.3704200535137,2.6194395584725774
11.811426770153204,4,8.579844509074888,2.5163761946877448,3891,3.776069656422968,36.446276579139045,-117.92314358949189,3.0254022131232494
3.7820195414784137,29,3.0601973819347874,2.3493821870763707,1388,1.7310046639497436,32.27081133670051,-114.16612779539427,4.886065427216557
1.0773096397304336,22,8.89611585818098,1.0773105236704041,3971,2.2761802973289593,36.49268158465637,-115.58892691061129,2.104955766492574
12.416459998367678,25,9.382057524107154,1.4974735960020409,1906,2.662056252248264,34.964448877441534,-123.64034243786587,4.169563101435255
10.89600281386664,13,5.896495350551487,2.654570699674541,1604,4.632060357499897,41.29649607701329,-117.41600404622957,1.900959609340985
11.206100352573822,18,6.8500235020078195,2.9714583377897865,3408,1.9703130642953006,33.246133856783274,-121.13233122442116,3.725840461701088
11.79778485360324,33,8.118478407223964,2.6171589890194764,3051,1.3652352101786809,38.52475955507232,-118.40383144355276,2.0144625105542566
2.036625124277265,16,3.3987090180833004,3.1237507136483753,171,2.2747584159620944,32.527197663345014,-121.20654809068773,4.534933555325548
6.018520199619816,45,6.020528611707539,3.380526699622726,1790,1.4187038821421334,36.46170437812697,-120.5112958339471,3.2459117749467072
2.622166833351816,42,5.189304222178505,1.0396952845113425,1444,1.51438594384221,37.53979487220081,-114.7683128824582,1.7437345634975383
13.08344796225831,44,3.170991937297993,2.8563806378140155,3403,3.2954023919001068,34.979549313168654,-121.93356815108295,1.897476702793944
9.72617377558581,2,4.9402753783322515,4.853996963550353,3213,1.2436077323979733,36.550756355203845,-115.25890881974169,2.975396782832401
5.632572347937089,35,2.5453784750839485,3.076129120518195,982,1.1237235255742641,33.63553794530188,-123.69542191929503,4.846408102299515
1.8898169040043309,42,2.206495255595896,3.7101690698358127,4334,3.857656405881991,35.041238494680364,-123.09123461630351,4.0785686555346174
5.353752504019271,34,3.081330313238582,2.247455431667533,2762,2.446588379364178,38.21106324910203,-115.45324958615737,2.9532385713033804
5.552566508374459,30,9.70492089271339,4.09596551261105,1604,1.5015013969354931,35.018000558611554,-117.69443969090804,2.3508765782488683
11.214486496732897,13,6.396236287160136,4.091685927504461,2563,2.014451083438833,40.99743078408872,-116.5276386196045,3.1970739733937705
9.925804598972984,13,9.726577289225759,3.085184190616556,2653,3.568346029409596,38.2840695764099,-121.90582329178146,3.993443333714479
13.420978396068572,18,5.459983026641056,4.904055293116855,832,2.1021462685634047,36.38649018435984,-118.62916544409896,4.1357143538112
7.61100895226729,32,4.494529064682077,1.5022008590506135,1848,2.9780845004816316,32.38756935554183,-116.62780776428696,2.2984351923877786
2.674319443136224,32,6.049134902721953,1.067790659558324,4024,1.4867812269066891,36.99548335204671,-117.72685862989738,3.884637072855509
10.98542702112193,35,5.516093509063281,4.080632847028384,523,3.352374550421788,39.64776242125089,-119.2830123310879,3.6311551201447445
11.650990680636564,39,2.8453174740939513,4.228622149459531,3578,2.2643107353730563,34.655575980124134,-114.40216213562286,4.836449167985176
8.857880765972947,46,7.12661051752165,1.480828916482305,1691,3.507873738114866,40.067735696487674,-117.23842666546555,4.724361162032059
11.793540519363853,29,3.728305460076797,2.0623313318344243,4585,4.233579529216092,34.51806766050881,-114.92249199758763,4.157517302414308
7.91313834910147,49,6.956703639182637,1.0702094534665156,4537,3.4465856775599697,40.237463879508006,-116.70229488426318,3.8935787554197137
8.318259611347916,29,7.201608739185227,2.1732344431222588,4809,2.1829902503800827,32.852683416116776,-116.64536471402317,2.0961663588171033
6.985574257019695,44,3.216198825029185,4.092567495674686,592,2.0229748061932016,40.66183708869029,-123.19981730242321,4.383861024394133
1.3558677744173326,16,2.4907970168853453,3.0718421108503158,291,2.309683834933792,36.991864509333304,-120.40535378146056,2.7100228148534646
2.5104799779062623,44,8.246092688547519,2.3923823726731523,598,1.6584820529460194,34.96537589620262,-115.41630593280341,2.0889621700241787
1.4400085996142795,47,5.678403390154561,2.486957179625321,1356,1.7246874034000803,34.65113250415149,-121.67396137851244,2.53664303181385
9.909745757692926,10,2.4653103640438063,1.0054145028618726,2068,4.162764407600672,36.32010558930362,-122.84494133843533,4.343741960066032
5.400983735068573,30,9.958930537358137,2.1992021102609436,4422,2.53893030602978,41.99049498103645,-120.73893943361206,1.59453286231154
8.119989676305838,25,2.462244487970933,3.585834966551722,2286,2.7439807222823434,34.20327393437583,-121.79562115107386,2.82463496447929
13.705930634965302,39,7.560281830868425,4.896777775265429,916,3.3761978622672446,33.03216648879,-114.74711805206844,2.9694303781179587
4.490091208084249,20,9.86943140210731,4.388243307935598,3320,3.3586139806061905,37.85035168718662,-115.3203335799787,1.1465187903952776
6.745360922498817,5,3.913440833727405,1.0943798585821165,1573,1.269507486087703,36.88542466440257,-119.00316769717097,1.7829841181926613
11.577715939602681,1,3.1379949494975694,4.594242418699357,1186,4.326163145350662,37.241962710633075,-123.38656125516133,4.306969714303426
4.2031743168827145,30,2.971079515379431,4.132793653194504,4299,1.7093062128957577,38.66935417557217,-116.85437653906844,4.3230695543790425
2.077718737603102,49,4.426201180540764,4.121504494283922,1974,3.8922865441986754,34.67144069870649,-117.76588268663735,2.169660335536992
5.056520340792752,3,2.8083664880851735,2.831983036014286,970,4.090683952512666,41.10664995383888,-114.29445329271505,4.499588938391705
3.257098021556062,45,7.537290733553055,2.5920211718180113,4863,3.8595981363652547,36.3567206612229,-118.41046759729623,4.087131756273392
14.015767132796023,14,2.4983343850405015,2.2116629153327705,2142,3.3159105862165807,33.29086195142462,-120.6360627659709,2.6716299351816377
12.313685313901837,30,6.075377025198318,1.262779435817463,372,1.0584359884355314,39.42298756733944,-118.80978306421444,3.9936253776201514
9.867652591145928,50,9.973574830823814,1.9129414539747964,1129,2.4415019694526827,38.4310435261785,-114.20736708595484,4.845338524779224
13.200448262628047,4,8.51176215604815,1.9864145399120985,3318,3.4193577174503247,35.15743402484037,-117.0363756746697,2.8358788722613952
12.251409076587603,18,6.921755505848087,2.9363082788408064,4169,2.5498051836901547,38.215187240340484,-117.28023862072949,1.9537087158139346
3.611980824404502,37,4.450028966292893,3.989777626386776,1151,4.453919579651252,34.19861956368977,-121.59318410274115,4.767266000200623
13.495825978859688,25,6.991166690333108,2.8952393135917864,4133,2.2352091013984614,36.4483935934053,-116.56397482439382,3.414977154253026
8.55079138681911,48,6.216331711293213,1.2313777977886424,1673,2.1741391698346417,40.99412522167325,-116.49728170528228,1.4210606499217011
12.304162172296875,1,5.408667071122972,4.831159203952815,3290,2.063990772370632,33.33534233160749,-120.82711016224094,3.290731263426758
13.545278198928905,46,3.045683013921596,4.770897276376449,4488,2.331123475843182,35.86696449987462,-119.16286167609287,3.002323557793195
5.452048649606095,15,9.092833721923734,4.1407581725936335,3897,3.2296198572567487,40.211424247203475,-121.05396667059544,4.4223555763022535
2.5407269433874746,9,5.59827719057058,4.965311606256883,3389,3.828061177090363,41.694908994061784,-121.41294929675713,3.1227807590540855
4.191092275587184,15,3.5569800945661205,3.1779293312010517,3847,3.6502716709551404,36.53926136421796,-123.74103929750515,2.0209297373771338
6.979509040767589,49,4.942074807018317,4.851073401012824,2205,4.2308712799259185,37.069996201433476,-121.14788255346667,3.702576255459554
12.452206722914903,24,5.313038020231416,1.302420162467003,407,4.5436559819896996,37.7217196178377,-118.46030050121725,3.1703018101423206
13.050228165588809,4,8.620303164534995,2.4627229930454853,3459,4.264316169373405,41.32348141633711,-123.98398812450971,1.9321785130674898
1.0973298274366698,12,7.868915044491216,1.9015250720270633,3276,1.0757816134974183,40.5820679097703,-121.16780916190332,3.2945114317716313
8.15046223608592,37,8.154439149130718,1.7833323365370801,1351,3.943671814207955,33.70601124621644,-115.1858966767675,4.286142311558745
6.843754044082906,37,2.0882501154291777,1.5632117955707043,2847,1.8335982944733265,36.36757817847075,-118.06351414892639,1.1142836708960417
4.109509346590223,43,5.329231985438092,3.4896545662639866,1617,1.5317121708319306,36.640004281964266,-117.9213717591902,3.523404154580447
2.678115142671559,6,5.850753213082589,4.125287422989221,1478,3.553955139196542,39.89096111648757,-119.96635694973646,2.3983407831375683
5.726612399650792,39,2.1535382145844535,3.3131935976814426,4991,2.2789727816307797,38.028928826054354,-117.23527856507589,2.1706857830376967
14.200735854775267,46,4.078505669960274,1.5878508383528387,2061,1.228468653481773,38.54220462029013,-122.10067233769641,2.570351001444445
5.524841048290574,24,8.082318584977081,4.244495079733884,4405,1.5505189375934454,41.98199907665618,-115.81253189615808,2.3680906569919267
8.263068704407125,11,3.0968776458319924,3.543818828654914,2963,1.0037176674798443,32.74960043470013,-122.833108800641,4.328956426833766
10.84226542453249,13,6.282481051620733,2.552662824507982,2756,4.61289450937883,34.23009823533733,-117.4399864534689,2.099191243071602
6.090814433310116,34,3.7216149761379,3.696521182144252,2594,1.0984719353649544,36.07895937371547,-120.58850674180317,3.9326120924263415
14.604949158093449,25,2.096966197151146,2.0396199169713314,4667,1.8378230780380442,35.477824030488875,-116.52487029417523,1.3762392809143549
14.474262129189558,7,3.929611660796332,2.380768833976842,4105,2.6650511227516294,32.21645561346983,-118.5023544873398,4.805585489937663
4.524952141555098,4,9.80699003928043,4.66994337252796,3663,2.4262853038032763,32.91777606471176,-119.47646961521284,3.489266548994207
7.961479082493396,8,8.412296895063918,2.1620180226856816,1022,4.646903507651103,38.80953291403576,-122.30577597906753,3.8268743081782404
5.2122963374347755,20,9.676613154568267,2.8799530726317464,4332,1.1611557829381685,40.793244633625605,-117.63178535715647,2.192157328377804
4.987766921284546,29,5.9028323514109,4.5605645495840585,4562,3.0488588307082063,37.14227011265977,-114.25230156579588,2.6483862748324585
1.5164172629634591,51,2.877889589420028,3.83088540107011,3059,3.721917850097496,37.391910795136326,-115.74396575092985,1.895113545083905
9.533900675718556,45,6.383675911789544,1.248812904658811,283,4.726791894724675,34.55093432832379,-123.39991807410988,4.730144343208895
8.03750632520406,46,5.635018676479687,1.5892121771158814,3458,3.481485008494884,39.678763636337116,-120.23770621638809,2.9524177884055107
1.720702517499851,10,8.754856661916929,1.0313663630876673,1498,4.215020944047051,39.517945873672566,-114.74416990809728,3.52179246263196
4.90105049931256,43,2.7846606462739567,3.5236871609166536,2896,1.3348997513813936,37.88365689217657,-118.96956252442979,3.9370881221228617
13.715722403533151,34,5.9059290961742255,2.7906937016416733,636,2.5437580437477094,34.126642865113425,-117.3788817419182,2.484424364398156
4.353866469337614,26,3.200389317551874,1.5370994036091021,1373,2.49578853791627,32.97018218237089,-114.8740065440861,3.880406618156565
3.0285282092771233,41,4.59740741512048,4.831736484227082,3067,4.545152865822871,32.64238575857126,-115.26205309580119,3.7039699590253607
7.852338643885882,49,7.898856619102397,3.1186388957824795,3149,1.6054846850530997,37.926960666428776,-118.98179624459489,3.822637335495786
14.79910635754841,3,5.808145034950132,1.9675731764515567,1196,1.607544689346521,40.250353191428005,-119.62353697342398,2.9569196008184515
4.388773801161006,6,5.007106281166155,3.00241428461883,1405,2.314232599543194,40.58330431780925,-120.60307381520413,2.5317495291664684
10.4098976636823,5,5.1558102285602825,3.718481330940431,1015,1.2178641894673503,36.6362207434345,-116.80980556837109,1.8883287528359594
11.662674614602047,5,5.675574147247893,1.304956871894258,3181,1.7298321626099602,39.84271299306717,-121.13013200528457,4.298505411203571
4.326925615893595,47,8.280132350696455,2.098815260191568,4347,4.860838554182941,41.468801963410236,-121.501123935691,3.4334001861267147
11.195028880566035,23,9.136677511521874,4.227861963535974,1128,2.7127357594686914,34.75170112488068,-120.4375010539622,2.77740878438998
6.148963858069545,49,9.642677492031426,2.838659481610645,2077,3.5280768336897457,35.97960346380757,-122.22784943121208,4.775983626842446
9.852281628310113,9,8.29522709004236,3.1863085681291796,3454,3.9044450373785478,41.31478992596681,-117.04880184054232,1.1913552500281552
9.869415950652526,35,4.523255165984102,2.731264008837877,2611,2.467845628028802,35.38230967317285,-117.83759350669388,4.40068778082019
8.500845577046618,20,7.505077648692337,1.1755997705720205,370,1.5889082976420679,41.138762903217966,-119.17121465884156,4.990330371783889
2.2640567807617162,49,5.500824992443135,1.6629991192806237,1286,1.8263240648871233,41.810448622544655,-120.09674220738445,4.547768443531469
12.694234938249332,42,4.037364976368409,2.7821665549675636,4655,2.2530659063224414,38.618107285744244,-114.90937457103269,4.241746342462501
5.490920909604302,35,8.726972635407382,1.8367418616317113,4300,3.5442736814089026,40.16890289504168,-123.70876215010895,2.4972239736252986
3.611259145597959,50,2.3074107916986,1.199916114638715,3864,2.5931221963562177,39.49545564221085,-116.308922564927,1.925256729049174
1.5708519817666948,18,9.214095937083389,4.374598656207295,2498,1.0272587916005125,38.99534257615524,-114.98090428251112,3.9394020819984044
9.272501204635386,17,5.691819716997873,4.924770116656463,4629,3.0936287402698874,35.06931072981233,-119.53645420570074,2.2183014651542736
10.485901065791953,24,7.0976118144662435,4.172571495986958,4335,4.6860535676296715,32.57094337907944,-118.49309508529353,1.7041587286198827
1.2322296049899861,3,7.274831377646262,4.415139686818668,4282,4.248310444034717,35.430517325196504,-114.55536312117962,4.146103548414365
8.169302816189933,32,9.160941925652292,1.9679085212681815,1811,4.300845485038524,38.669359852039065,-121.87722484714486,2.250174608946889
4.170940852771132,35,7.0933574573376585,4.842507902052799,2330,4.180232070424525,33.02529198227801,-118.79865152215315,4.6577669179493535
10.032419065732299,38,6.911468678080494,1.7877028178137135,228,2.2949233024416946,32.11917982978242,-119.25278872871787,4.362530579276501
3.44113000606988,13,2.5332163244855197,4.8057192414473295,1369,4.060775335017568,33.396923726029385,-121.4160735212963,4.390561318037021
10.673128333434523,47,6.147264175561633,4.979277175863804,3772,1.572645431244772,39.15735926410795,-115.81406769626892,4.086278904223304
6.414294848207524,25,3.2013520065363332,3.846891222984195,1701,3.630864589103814,41.72793701656444,-115.00399405236764,4.523525695098947
14.114219842314283,9,7.899470149771885,4.924574927167288,4865,3.5662742667399776,41.830646996148204,-116.18067420211791,4.2229875687124805
2.9252932180439055,4,6.097775366501396,3.2781591182684147,4070,1.1022791963589387,36.93979149140188,-122.04641039151392,3.4100454542989147
5.774928914703619,14,7.4418222336668265,2.0381671327043613,4344,4.151880534363727,40.693523009923474,-123.13251364498619,2.1832908743274526
2.588629297368247,37,2.333383204819074,2.7479835426624835,727,4.612992420380522,39.36826455751504,-117.94555514694657,4.552836772856596
13.945710655899878,34,2.6783361283664258,3.374243741515144,3897,2.0696611138884307,37.010402369846034,-123.42905239490116,4.362414491092768
13.282750947333735,11,7.730587104501458,1.29232624810806,2144,4.249562896744603,37.72760532955087,-117.27174111441916,2.8915172888421803
4.6111827880121785,41,2.576674687989387,3.4893730584689844,3652,1.3296238874477928,33.37227146616871,-118.69575779672758,1.1563147440078207
10.239776644478507,3,2.570053822122069,4.924711347049178,2441,3.399871433044264,41.37661460616592,-117.37214267256337,3.554174909607654
12.441110802817022,28,2.0968678018790996,1.7604305991349105,3314,2.9425874613371086,35.51929770731777,-118.09829226350256,1.202387414706327
8.772811362392472,29,9.65201118639584,4.170380465153533,349,3.183694133236,36.46149256457169,-119.77297430472828,4.705119847393629
8.415108096984092,9,7.900066875672056,4.631595175118477,3025,4.704820807537381,38.71660230997899,-121.99122819859772,4.846525026501228
4.385932072606323,3,4.826011268016513,4.774806371280883,1074,4.485260988987414,35.33902471526554,-120.94297864189511,1.757960583598417
2.3034387492825887,25,4.372284650301242,4.840542417621789,1425,4.140334628959028,34.54259160988931,-118.75499425781024,3.70555751221964
13.561020611346574,34,4.797625837966796,3.0858385548858878,1083,2.094793830713484,38.31049393270221,-117.48131906352394,1.369076018251051
13.605852800286627,12,8.197228249449456,4.909231631966015,988,4.647274514744367,32.24984082281849,-116.20516983115472,3.9180677142924885
9.863420401825751,42,7.290964888563315,4.0292408285377554,3037,1.390030769855501,39.20725112026679,-116.32829281550939,2.3891506646106984
5.746417074681809,9,3.4815645429397435,1.6466857449478476,2217,4.413316866235151,37.1402336987651,-114.27311256738915,3.724200446921781
5.888934044577253,15,3.392874682672675,2.90760042587188,2772,2.312640289414431,38.057537305209344,-121.14158551336591,2.4915060368087114
11.163379504183352,40,2.7871651977071785,3.873324701488016,1426,1.2150892466479335,38.31880159246885,-123.28889291786564,1.582270039332943
13.559543639336079,25,7.282421757610705,1.9893612632763333,570,3.677427936962993,37.27050156492564,-120.5434306445814,2.6244399220102315
13.419209939711642,5,8.114981297773888,3.5624607341955494,2087,1.9251197132638218,37.82533777440736,-116.56705524775923,1.45069410653916
11.918257642006735,11,4.120371426600032,3.666401916186477,190,1.9742845034585277,38.837882008898745,-119.61888348966704,3.307533099907783
9.988443046160029,34,2.1675596882473025,1.6507989752342636,629,2.224188664915086,39.53118847179674,-115.8221156941058,1.163806128597919
2.177959509930684,24,2.6573733398114188,3.260341249811025,4856,1.254739070010067,39.274523912861206,-118.50673634813985,3.109278718399439
3.2628019973245928,15,9.742880278760243,4.08650764391443,4159,1.7085085767930162,40.69616457732262,-114.70208277369497,4.545474588382163
13.57975863937911,38,4.363558219819362,2.9955826581437677,4934,1.0205585103422412,33.89443433167403,-114.52136558000932,4.351493080477451
9.49000683523426,8,8.153785182705068,1.0484124671044297,2873,2.781638084423147,36.01147969491797,-123.30695493981251,4.531126798505987
1.128758722632815,5,6.99730855083411,1.0361538763171687,1786,1.3370215096718852,41.477960660144575,-119.43586560287575,4.688195208508429
2.4206016001244492,48,5.055517117223167,2.4281173758800487,291,3.730610420176796,35.965905743863296,-117.90310938750432,1.418111551502777
10.289024767512782,26,3.645498097564441,4.704776273727128,2086,1.9424914047665935,33.248700769059226,-121.44127459187787,1.5149888115028523
1.0708621738470616,18,2.9710913452752514,1.914707118414435,3723,4.774296576140708,37.254451263621796,-119.9292322062102,3.2280272252525144
3.2513127198449814,6,6.920103744310933,3.5374547554867486,2285,4.48500650959461,33.094909725544625,-117.22318458882302,4.575890673697717
8.682273051132206,37,8.197070245102303,1.8883034827732823,4540,2.157763579872833,34.02853238727865,-121.73265773101639,4.897397826096123
10.686532767697706,48,7.151234028329045,2.2866799586381945,1108,4.132861818626715,41.98318756570957,-117.98018647025548,1.1850476693599998
10.127457633036407,13,6.2424170659932665,4.392168358405936,3883,4.212979618659225,37.41362638396132,-117.02552171835694,2.4230963368026406
4.139770332447837,28,2.33560978745309,3.9154457690797875,4398,4.946252456457642,34.84058389040429,-123.09503688904134,1.8515770186399738
10.970509098865502,5,9.74791022075507,1.3815971092528425,4768,3.39135994738274,41.94774954573906,-119.02470683972547,4.023863395724993
4.3214872249552005,13,8.389713533236597,2.7148080839457345,4387,1.3278629385746488,41.66558918555143,-121.36919970075809,3.560775474148128
5.555595774229748,17,4.342576293607718,1.1166790545810579,2152,3.587348915705524,36.40739041084264,-116.75613644001956,1.4795521259353817
